Keyword,Page URL,LOCKED,Status,Action,Clicks,Position,Match Score,AI Score,Source,Redirect Processed,Keyword Replaced
pictures for living room,https://aboutwallart.com/products/big-pictures-for-living-room-set-of-2-wall-art,,DONE,LINK,7,6.4,100%,65.7,AI Suggestion,,
pictures for living room,https://aboutwallart.com/products/large-living-room-pictures-set-of-3-wall-art-prints,,PENDING,PENDING,47,6.6,75%,65,AI Suggestion,,
pictures for living room,https://aboutwallart.com/products/london-wall-pictures-for-living-room-ideas-set-of-3-wall-art-prints,,PENDING,PENDING,8,7.6,100%,64.8,AI Suggestion,,
pictures for living room,https://aboutwallart.com/products/large-pictures-for-living-room-set-of-3-wall-art-prints,,PENDING,PENDING,1,8.2,100%,62.1,AI Suggestion,,
wall pictures for living room,https://aboutwallart.com/collections/framed-wall-pictures-for-living-room,,PENDING,KEEP,198,7.8,100%,92.2,AI Suggestion,,
wall pictures for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,60%,74.7,AI Suggestion,,
wall pictures for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,DONE,LINK,225,8.4,60%,71.6,AI Suggestion,,
wall pictures for living room,https://aboutwallart.com/products/floral-large-wall-prints-for-a-living-room-set-of-3-wall-art-prints,,DONE,LOCKED_TO_OTHER_KEYWORD,64,9.1,80%,70.1,AI Suggestion,,
wall pictures for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-pictures-for-living-room-grounded-neutral-colours,,PENDING,LINK,17,7.5,100%,67.6,AI Suggestion,,
wall pictures for living room,https://aboutwallart.com/products/large-living-room-pictures-set-of-3-wall-art-prints,LOCKED,DONE,TO_OPTIMIZE,47,6.6,80%,67.5,AI Suggestion,,
wall pictures for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-i-used-canvas-pictures-for-living-rooms,,DONE,LOCKED_TO_OTHER_KEYWORD,20,9,100%,67,AI Suggestion,,
wall pictures for living room,https://aboutwallart.com/products/big-pictures-for-living-room-set-of-2-wall-art,,DONE,LINK,7,6.4,100%,65.7,AI Suggestion,,
wall pictures for living room,https://aboutwallart.com/products/london-wall-pictures-for-living-room-ideas-set-of-3-wall-art-prints,,PENDING,PENDING,8,7.6,100%,64.8,AI Suggestion,,
wall pictures for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/canvas-paintings-for-living-room,,PENDING,PENDING,43,9.4,80%,63.5,AI Suggestion,,
aboutwallart,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,DONE,UNRESOLVABLE,1489,2.8,100%,97.2,AI Suggestion,,
aboutwallart,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,DONE,UNRESOLVABLE,1362,4.3,100%,95.7,AI Suggestion,,
aboutwallart,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,DONE,UNRESOLVABLE,728,5,100%,95,AI Suggestion,,
aboutwallart,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,DONE,UNRESOLVABLE,242,5.3,100%,94.7,AI Suggestion,,
aboutwallart,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,DONE,UNRESOLVABLE,213,5.7,100%,94.3,AI Suggestion,,
aboutwallart,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,DONE,UNRESOLVABLE,538,5.8,100%,94.2,AI Suggestion,,
aboutwallart,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,DONE,UNRESOLVABLE,107,6.1,100%,93.9,AI Suggestion,,
aboutwallart,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,DONE,UNRESOLVABLE,299,6.4,100%,93.6,AI Suggestion,,
aboutwallart,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,DONE,UNRESOLVABLE,288,6.4,100%,93.6,AI Suggestion,,
aboutwallart,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/cherry-blossom-art-japan-understanding-the-deep-symbolism,,DONE,UNRESOLVABLE,114,6.4,100%,93.6,AI Suggestion,,
islamic wall art,https://aboutwallart.com/collections/wall-islamic-art,LOCKED,DONE,TO_OPTIMIZE,102,11.4,100%,88.6,AI Suggestion,,
islamic wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,DONE,LINK,1489,2.8,67%,80.5,AI Suggestion,,
islamic wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,67%,79.1,AI Suggestion,,
islamic wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,DONE,LINK,728,5,67%,78.3,AI Suggestion,,
islamic wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,67%,78,AI Suggestion,,
islamic wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,DONE,LINK,213,5.7,67%,77.6,AI Suggestion,,
islamic wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,PENDING,538,5.8,67%,77.5,AI Suggestion,,
islamic wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,DONE,LINK,107,6.1,67%,77.2,AI Suggestion,,
islamic wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,PENDING,299,6.4,67%,77,AI Suggestion,,
islamic wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,PENDING,PENDING,288,6.4,67%,76.9,AI Suggestion,,
quirky kitchen wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/quirky-kitchen-wall-art-ideas-for-fun-lived-in-spaces,LOCKED,DONE,TO_OPTIMIZE,51,9.3,100%,76,AI Suggestion,,
quirky kitchen wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,DONE,LINK,1489,2.8,50%,72.2,AI Suggestion,,
quirky kitchen wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,AI Suggestion,,
quirky kitchen wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,DONE,LINK,728,5,50%,70,AI Suggestion,,
quirky kitchen wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,50%,69.7,AI Suggestion,,
quirky kitchen wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,DONE,LINK,213,5.7,50%,69.3,AI Suggestion,,
quirky kitchen wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,PENDING,538,5.8,50%,69.2,AI Suggestion,,
quirky kitchen wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,DONE,LINK,107,6.1,50%,68.9,AI Suggestion,,
quirky kitchen wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,PENDING,299,6.4,50%,68.6,AI Suggestion,,
quirky kitchen wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,PENDING,PENDING,288,6.4,50%,68.6,AI Suggestion,,
types of wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/types-of-wall-art,LOCKED,DONE,TO_OPTIMIZE,209,6.6,100%,93.4,AI Suggestion,,
types of wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-mix-and-blend-different-art-style-types,,DONE,REPURPOSE,107,7.7,100%,92.3,AI Suggestion,,
types of wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,DONE,LINK,1489,2.8,67%,80.5,AI Suggestion,,
types of wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,67%,79.1,AI Suggestion,,
types of wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,DONE,LINK,728,5,67%,78.3,AI Suggestion,,
types of wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,67%,78,AI Suggestion,,
types of wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,DONE,LINK,213,5.7,67%,77.6,AI Suggestion,,
types of wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,PENDING,538,5.8,67%,77.5,AI Suggestion,,
types of wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,PENDING,PENDING,107,6.1,67%,77.2,AI Suggestion,,
types of wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,PENDING,299,6.4,67%,77,AI Suggestion,,
interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,DONE,LOCKED_TO_OTHER_KEYWORD,299,6.4,100%,93.6,AI Suggestion,,
interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/understanding-art-in-interior-design,LOCKED,DONE,TO_OPTIMIZE,34,10,100%,70.2,AI Suggestion,,
interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/kitchen-wall-art-expert-interior-design-tips-trends-2026,,PENDING,LINK,15,5.9,100%,68.6,AI Suggestion,,
interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/my-guide-to-the-top-interior-decorating-trends-2026,,PENDING,LINK,101,7.7,50%,67.3,AI Suggestion,,
interior design,https://aboutwallart.com/products/japandi-interior-design-set-of-3-wall-art-prints,,DONE,LINK,7,6.5,100%,65.6,AI Suggestion,,
interior design,https://aboutwallart.com/collections/biophilic-interior-design?page=3,,DONE,LINK,3,5.9,100%,65,AI Suggestion,,
interior design,https://aboutwallart.com/products/japandi-interior-design-set-of-3-wall-art-prints?variant=55161848725884,,DONE,LINK,1,5.6,100%,64.7,AI Suggestion,,
interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/apartment-interior-renovation-checklist-planning-design-trends-cost-factors,,PENDING,PENDING,3,6.6,100%,64.3,AI Suggestion,,
interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/a-guide-to-a-different-type-of-interior-design-for-a-calming-home,,PENDING,PENDING,3,6.7,100%,64.2,AI Suggestion,,
interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/interior-design-ideas-for-bedrooms-creating-your-sanctuary,,PENDING,PENDING,5,7.9,100%,63.6,AI Suggestion,,
waterproof art for bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,KEEP,242,5.3,75%,82.2,AI Suggestion,,
waterproof art for bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,DONE,LOCKED_TO_OTHER_KEYWORD,225,8.4,75%,79.1,AI Suggestion,,
waterproof art for bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,DONE,LINK,213,5.7,50%,69.3,AI Suggestion,,
waterproof art for bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,DONE,LINK,288,6.4,50%,68.6,AI Suggestion,,
waterproof art for bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/the-case-for-empty-spaces-when-less-truly-is-more,,PENDING,LINK,102,6.5,50%,68.5,AI Suggestion,,
waterproof art for bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decorating-above-toilet-stylish-ideas-to-elevate-your-bathroom,LOCKED,DONE,TO_OPTIMIZE,139,6.5,50%,68.5,AI Suggestion,,
waterproof art for bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/art-for-offices-inspiring-ideas-for-every-workspace,,PENDING,PENDING,101,7.8,50%,67.2,AI Suggestion,,
waterproof art for bathroom,https://aboutwallart.com/collections/framed-wall-pictures-for-living-room,,PENDING,PENDING,198,7.8,50%,67.2,AI Suggestion,,
waterproof art for bathroom,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/determining-what-frame-size-do-i-need-for-my-space,,DONE,LINK,200,9.1,50%,65.9,AI Suggestion,,
waterproof art for bathroom,https://aboutwallart.com/pages/write-for-us,,PENDING,PENDING,496,11.1,50%,63.9,AI Suggestion,,
d art h,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,LOCKED,DONE,TO_OPTIMIZE,1489,2.8,100%,97.2,AI Suggestion,,YES
wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,DONE,LOCKED_TO_OTHER_KEYWORD,1362,4.3,100%,95.7,AI Suggestion,,
wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,DONE,LOCKED_TO_OTHER_KEYWORD,728,5,100%,95,AI Suggestion,,
wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,DONE,LOCKED_TO_OTHER_KEYWORD,242,5.3,100%,94.7,AI Suggestion,,
wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,DONE,LOCKED_TO_OTHER_KEYWORD,213,5.7,100%,94.3,AI Suggestion,,
wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,DONE,LOCKED_TO_OTHER_KEYWORD,538,5.8,100%,94.2,AI Suggestion,,
wall art for a dining room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,LOCKED,DONE,TO_OPTIMIZE,107,6.1,100%,93.9,AI Suggestion,,YES
wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,DONE,LOCKED_TO_OTHER_KEYWORD,299,6.4,100%,93.6,AI Suggestion,,
wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,DONE,REPURPOSE,288,6.4,100%,93.6,AI Suggestion,,
wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/cherry-blossom-art-japan-understanding-the-deep-symbolism,,DONE,LOCKED_TO_OTHER_KEYWORD,114,6.4,100%,93.6,AI Suggestion,,
old money interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,LOCKED,DONE,TO_OPTIMIZE,299,6.4,100%,93.6,AI Suggestion,,
old money interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/understanding-art-in-interior-design,,PENDING,LINK,34,10,50%,45.2,AI Suggestion,,
old money interior design,https://aboutwallart.com/pages/old-money-home-decor,,DONE,LINK,26,7.6,50%,45.2,AI Suggestion,,
old money interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/kitchen-wall-art-expert-interior-design-tips-trends-2026,,PENDING,LINK,15,5.9,50%,43.6,AI Suggestion,,
old money interior design,https://aboutwallart.com/products/japandi-interior-design-set-of-3-wall-art-prints,,DONE,LINK,7,6.5,50%,40.6,AI Suggestion,,
old money interior design,https://aboutwallart.com/collections/biophilic-interior-design?page=3,,DONE,LINK,3,5.9,50%,40,AI Suggestion,,
old money interior design,https://aboutwallart.com/products/japandi-interior-design-set-of-3-wall-art-prints?variant=55161848725884,,DONE,LINK,1,5.6,50%,39.7,AI Suggestion,,
old money interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/apartment-interior-renovation-checklist-planning-design-trends-cost-factors,,PENDING,PENDING,3,6.6,50%,39.3,AI Suggestion,,
old money interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/a-guide-to-a-different-type-of-interior-design-for-a-calming-home,,PENDING,PENDING,3,6.7,50%,39.2,AI Suggestion,,
old money interior design,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/interior-design-ideas-for-bedrooms-creating-your-sanctuary,,PENDING,PENDING,5,7.9,50%,38.6,AI Suggestion,,
classy bathroom wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,KEEP,242,5.3,75%,82.2,AI Suggestion,,
classy bathroom wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decorating-above-toilet-stylish-ideas-to-elevate-your-bathroom,,PENDING,LINK,139,6.5,75%,81,AI Suggestion,,
classy bathroom wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,LOCKED,DONE,TO_OPTIMIZE,225,8.4,75%,79.1,AI Suggestion,,
classy bathroom wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,DONE,LINK,1489,2.8,50%,72.2,AI Suggestion,,
classy bathroom wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,AI Suggestion,,
classy bathroom wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,DONE,LINK,728,5,50%,70,AI Suggestion,,
classy bathroom wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,DONE,LINK,213,5.7,50%,69.3,AI Suggestion,,
classy bathroom wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,PENDING,538,5.8,50%,69.2,AI Suggestion,,
classy bathroom wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,DONE,LINK,107,6.1,50%,68.9,AI Suggestion,,
classy bathroom wall art,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,PENDING,299,6.4,50%,68.6,AI Suggestion,,
wall art decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,PENDING,KEEP,1489,2.8,100%,97.2,AI Suggestion,,
wall art decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,DONE,LOCKED_TO_OTHER_KEYWORD,1362,4.3,100%,95.7,AI Suggestion,,
wall art decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,DONE,LOCKED_TO_OTHER_KEYWORD,728,5,100%,95,AI Suggestion,,
wall art decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,DONE,LOCKED_TO_OTHER_KEYWORD,242,5.3,100%,94.7,AI Suggestion,,
wall art decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,DONE,LOCKED_TO_OTHER_KEYWORD,213,5.7,100%,94.3,AI Suggestion,,
wall art decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,PENDING,PENDING,538,5.8,100%,94.2,AI Suggestion,,
wall art decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,PENDING,PENDING,107,6.1,100%,93.9,AI Suggestion,,
wall art decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,PENDING,299,6.4,100%,93.6,AI Suggestion,,
wall art decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,PENDING,PENDING,288,6.4,100%,93.6,AI Suggestion,,
wall art decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/cherry-blossom-art-japan-understanding-the-deep-symbolism,,PENDING,PENDING,114,6.4,100%,93.6,AI Suggestion,,
what colour goes with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,LOCKED,DONE,TO_OPTIMIZE,728,5,100%,95,AI Suggestion,,
what colour goes with grey,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-to-decorate-with-greige-colours-the-blend-of-grey-beige,,DONE,LINK,21,8.8,60%,47.5,AI Suggestion,,
bathroom wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,DONE,LOCKED_TO_OTHER_KEYWORD,242,5.3,100%,94.7,AI Suggestion,,
bathroom wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decorating-above-toilet-stylish-ideas-to-elevate-your-bathroom,,DONE,LOCKED_TO_OTHER_KEYWORD,139,6.5,100%,93.5,AI Suggestion,,
bathroom wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,DONE,LOCKED_TO_OTHER_KEYWORD,225,8.4,100%,91.6,AI Suggestion,,
bathroom wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,DONE,LOCKED_TO_OTHER_KEYWORD,107,6.1,75%,81.4,AI Suggestion,,
bathroom wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,DONE,REPURPOSE,288,6.4,75%,81.1,AI Suggestion,,
bathroom wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/masculine-home-decor-stylish-ideas-to-elevate-any-modern-space,,DONE,LOCKED_TO_OTHER_KEYWORD,145,7.2,75%,80.3,AI Suggestion,,
bathroom wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/art-for-offices-inspiring-ideas-for-every-workspace,,DONE,LOCKED_TO_OTHER_KEYWORD,101,7.8,75%,79.7,AI Suggestion,,
bathroom wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,DONE,LOCKED_TO_OTHER_KEYWORD,1489,2.8,50%,72.2,AI Suggestion,,
bathroom wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/top-8-hallway-art-ideas-to-transform-your-space,,DONE,REPURPOSE,75,8.7,75%,71.3,AI Suggestion,,
bathroom wall art ideas,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,DONE,LOCKED_TO_OTHER_KEYWORD,1362,4.3,50%,70.7,AI Suggestion,,
islamic wall art for living room,https://aboutwallart.com/collections/framed-wall-pictures-for-living-room,,DONE,LOCKED_TO_OTHER_KEYWORD,198,7.8,83%,83.8,AI Suggestion,,
islamic wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,DONE,LOCKED_TO_OTHER_KEYWORD,242,5.3,67%,78,AI Suggestion,,
islamic wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/bathroom-art-ideas-to-transform-your-bathroom-into-an-oasis,,DONE,LOCKED_TO_OTHER_KEYWORD,225,8.4,67%,74.9,AI Suggestion,,
islamic wall art for living room,https://aboutwallart.com/products/floral-large-wall-prints-for-a-living-room-set-of-3-wall-art-prints,,DONE,LOCKED_TO_OTHER_KEYWORD,64,9.1,83%,71.8,AI Suggestion,,
islamic wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,DONE,LOCKED_TO_OTHER_KEYWORD,213,5.7,50%,69.3,AI Suggestion,,
islamic wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/moisture-resistant-restroom-wall-art-what-actually-works,,DONE,LOCKED_TO_OTHER_KEYWORD,538,5.8,50%,69.2,AI Suggestion,,
islamic wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/how-bedroom-wall-art-ideas-can-impact-your-quality-of-rest,,DONE,LOCKED_TO_OTHER_KEYWORD,107,6.1,50%,68.9,AI Suggestion,,
islamic wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/wall-art-for-high-ceilings-7-creative-ideas,,DONE,REPURPOSE,288,6.4,50%,68.6,AI Suggestion,,
islamic wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/the-case-for-empty-spaces-when-less-truly-is-more,,DONE,LOCKED_TO_OTHER_KEYWORD,102,6.5,50%,68.5,AI Suggestion,,
islamic wall art for living room,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/decorating-above-toilet-stylish-ideas-to-elevate-your-bathroom,,DONE,LOCKED_TO_OTHER_KEYWORD,139,6.5,50%,68.5,AI Suggestion,,
old money home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/old-money-style-interiors-classic-design-trends,,PENDING,KEEP,299,6.4,100%,93.6,AI Suggestion,,
old money home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-is-the-3-5-7-rule-in-decorating,,DONE,LINK,1489,2.8,50%,72.2,AI Suggestion,,
old money home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/do-beige-and-grey-go-together-heres-how-to-make-it-work,,PENDING,LINK,1362,4.3,50%,70.7,AI Suggestion,,
old money home decor,https://aboutwallart.com/pages/old-money-home-decor,LOCKED,DONE,TO_OPTIMIZE,26,7.6,100%,70.2,AI Suggestion,,
old money home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/what-colour-goes-with-grey-walls-essential-tips,,PENDING,LINK,728,5,50%,70,AI Suggestion,,
old money home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/stylish-behind-toilet-decor-5-ideas-to-transform-your-small-bathroom,,PENDING,LINK,242,5.3,50%,69.7,AI Suggestion,,
old money home decor,https://aboutwallart.com/blogs/news-articles-home-decor-inspiration/choosing-the-right-art-for-grey-walls,,DONE,LINK,213,5.7,50%,69.3,AI Suggestion,,
